DisplayMFL,DisplayFacilityName,DisplaySubcounty,DisplayCounty,DisplayMechanism,DisplayAgency,UploadStatus,UploadDate,Upload_monthYear,SiteCode,MPI_SiteCode,UploadDate_MPI,Upload_monthYear_MPI
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/24/2020,Jul-20,15096,NULL,NULL,NULL
15096,Lowarengak Health Centre,Turkana North,TURKANA,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/04/2020,Oct-20,15096,NULL,NULL,NULL
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15107,15107,01/05/2021,Jan-21
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/02/2020,Jul-20,15107,NULL,NULL,NULL
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/10/2020,Aug-20,15107,NULL,NULL,NULL
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/01/2021,Mar-21,15107,15107,03/01/2021,Mar-21
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15107,NULL,NULL,NULL
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15107,NULL,NULL,NULL
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15107,15107,02/02/2021,Feb-21
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/02/2020,Nov-20,15107,15107,11/02/2020,Nov-20
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15107,15107,04/01/2021,Apr-21
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/04/2020,Dec-20,15107,15107,12/04/2020,Dec-20
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15107,15107,05/05/2021,May-21
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/01/2020,Oct-20,15107,15107,10/01/2020,Oct-20
15107,Magadi Hospital,Kajiado West,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/07/2021,Jun-21,15107,15107,06/07/2021,Jun-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/03/2020,Nov-20,15108,15108,11/03/2020,Nov-20
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/04/2021,Jan-21,15108,15108,01/04/2021,Jan-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,09/01/2020,Sep-20,15108,15108,09/01/2020,Sep-20
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,15108,15108,05/03/2021,May-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/03/2020,Jun-20,15108,NULL,NULL,NULL
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/02/2020,Oct-20,15108,15108,10/02/2020,Oct-20
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/01/2021,Mar-21,15108,15108,03/01/2021,Mar-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/01/2020,Dec-20,15108,15108,12/01/2020,Dec-20
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,15108,NULL,NULL,NULL
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15108,15108,02/02/2021,Feb-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15108,15108,04/01/2021,Apr-21
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/02/2020,Jul-20,15108,NULL,NULL,NULL
15108,Mai Mahiu Health Centre,Naivasha,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,15108,15108,06/03/2021,Jun-21
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,10/05/2020,Oct-20,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/18/2020,Jun-20,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,06/02/2021,Jun-21,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,12/03/2020,Dec-20,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,09/02/2020,Sep-20,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,02/03/2021,Feb-21,15116,NULL,NULL,NULL
15116,Makimeny Dispensary,Chepalungu,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,04/06/2021,Apr-21,15116,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/04/2020,Aug-20,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15126,15126,01/05/2021,Jan-21
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/03/2020,Dec-20,15126,15126,12/03/2020,Dec-20
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/03/2020,Jun-20,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,15126,15126,06/02/2021,Jun-21
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,15126,15126,02/03/2021,Feb-21
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,03/02/2021,Mar-21,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,10/05/2020,Oct-20,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15126,15126,04/01/2021,Apr-21
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/03/2020,Jul-20,15126,NULL,NULL,NULL
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/04/2021,May-21,15126,15126,05/04/2021,May-21
15126,Maralal District Hospital,Samburu Central,SAMBURU,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/01/2020,Sep-20,15126,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,15128,15128,03/02/2021,Mar-21
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15128,15128,05/05/2021,May-21
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,15128,15128,06/02/2021,Jun-21
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,11/04/2020,Nov-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,01/13/2021,Jan-21,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,08/03/2020,Aug-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,10/05/2020,Oct-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,04/05/2021,Apr-21,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,09/02/2020,Sep-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Only Care & Treatment Uploaded,07/21/2020,Jul-20,15128,NULL,NULL,NULL
15128,Mararianta Dispensary,Narok West,NAROK,CHAK CHAP UZIMA,CDC,Both Care & Treatment + PKV(MPI) uploaded,02/18/2021,Feb-21,15128,15128,02/18/2021,Feb-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15138,15138,05/05/2021,May-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/01/2020,Jul-20,15138,NULL,NULL,NULL
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,15138,15138,02/03/2021,Feb-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/03/2021,Jun-21,15138,15138,06/03/2021,Jun-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,12/04/2020,Dec-20,15138,NULL,NULL,NULL
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15138,15138,01/05/2021,Jan-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,15138,15138,03/02/2021,Mar-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/01/2020,Sep-20,15138,NULL,NULL,NULL
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/06/2021,Apr-21,15138,15138,04/06/2021,Apr-21
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/03/2020,Aug-20,15138,NULL,NULL,NULL
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/03/2020,Nov-20,15138,15138,11/03/2020,Nov-20
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/02/2020,Oct-20,15138,15138,10/02/2020,Oct-20
15138,Marigat Sub District Hospital,Marigat,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/03/2020,Jun-20,15138,NULL,NULL,NULL
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/02/2020,Nov-20,15150,15150,11/02/2020,Nov-20
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/04/2021,Jan-21,15150,15150,01/04/2021,Jan-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15150,15150,05/05/2021,May-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/03/2020,Dec-20,15150,15150,12/03/2020,Dec-20
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/02/2021,Feb-21,15150,15150,02/02/2021,Feb-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/02/2021,Mar-21,15150,15150,03/02/2021,Mar-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/13/2020,Aug-20,15150,NULL,NULL,NULL
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/05/2020,Jun-20,15150,NULL,NULL,NULL
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15150,15150,04/01/2021,Apr-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/05/2020,Oct-20,15150,15150,10/05/2020,Oct-20
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/04/2020,Jul-20,15150,NULL,NULL,NULL
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/08/2021,Jun-21,15150,15150,06/08/2021,Jun-21
15150,Mashuru Health Centre,Kajiado East,KAJIADO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15150,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15152,15152,01/05/2021,Jan-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/04/2020,Aug-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/02/2020,Jun-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,12/04/2020,Dec-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,15152,15152,06/04/2021,Jun-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,10/01/2020,Oct-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,15152,15152,02/04/2021,Feb-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/01/2020,Jul-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15152,15152,04/01/2021,Apr-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,15152,15152,05/03/2021,May-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/01/2021,Mar-21,15152,15152,03/01/2021,Mar-21
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/02/2020,Sep-20,15152,NULL,NULL,NULL
15152,Matanya Dispensary,Laikipia East,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,11/03/2020,Nov-20,15152,NULL,NULL,NULL
15156,Mau Narok Health Centre,Njoro,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,15156,15156,06/02/2021,Jun-21
15156,Mau Narok Health Centre,Njoro,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,15156,15156,03/03/2021,Mar-21
15156,Mau Narok Health Centre,Njoro,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/03/2021,Feb-21,15156,15156,02/03/2021,Feb-21
15156,Mau Narok Health Centre,Njoro,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15156,15156,04/01/2021,Apr-21
15156,Mau Narok Health Centre,Njoro,NAKURU,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/03/2021,May-21,15156,15156,05/03/2021,May-21
15166,4th Brigade ,Laikipia East,LAIKIPIA,HJF-NAIROBI,DOD,Only Care & Treatment Uploaded,05/07/2021,May-21,15166,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,10/05/2020,Oct-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/09/2021,Jun-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,08/17/2020,Aug-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,12/08/2020,Dec-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,01/11/2021,Jan-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,04/12/2021,Apr-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,06/05/2020,Jun-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,09/05/2020,Sep-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,02/09/2021,Feb-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,03/08/2021,Mar-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,05/13/2021,May-21,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,11/06/2020,Nov-20,15167,NULL,NULL,NULL
15167,Mediheal Hospital,Ainabkoi,UASIN GISHU,AMPATH PLUS,USAID,Only Care & Treatment Uploaded,07/16/2020,Jul-20,15167,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/05/2020,Oct-20,15170,15170,10/05/2020,Oct-20
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,05/07/2021,May-21,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/05/2020,Jul-20,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,04/01/2021,Apr-21,15170,15170,04/01/2021,Apr-21
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/04/2020,Sep-20,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,03/02/2021,Mar-21,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/11/2020,Jun-20,15170,NULL,NULL,NULL
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/02/2020,Dec-20,15170,15170,12/02/2020,Dec-20
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/02/2021,Jun-21,15170,15170,06/02/2021,Jun-21
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/04/2020,Nov-20,15170,15170,11/04/2020,Nov-20
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15170,15170,01/05/2021,Jan-21
15170,Melwa Health Centre,Laikipia West,LAIKIPIA,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,02/04/2021,Feb-21,15170,15170,02/04/2021,Feb-21
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,06/05/2020,Jun-20,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,02/03/2021,Feb-21,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,11/02/2020,Nov-20,15174,15174,11/02/2020,Nov-20
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,10/01/2020,Oct-20,15174,15174,10/01/2020,Oct-20
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,12/04/2020,Dec-20,15174,15174,12/04/2020,Dec-20
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,07/02/2020,Jul-20,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,08/05/2020,Aug-20,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,01/05/2021,Jan-21,15174,15174,01/05/2021,Jan-21
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,03/03/2021,Mar-21,15174,15174,03/03/2021,Mar-21
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,06/04/2021,Jun-21,15174,15174,06/04/2021,Jun-21
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,09/02/2020,Sep-20,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Only Care & Treatment Uploaded,04/01/2021,Apr-21,15174,NULL,NULL,NULL
15174,Mercy Hospital,Koibatek,BARINGO,AFYA NYOTA YA BONDE,USAID,Both Care & Treatment + PKV(MPI) uploaded,05/05/2021,May-21,15174,15174,05/05/2021,May-21
15178,Merigi Health Centre,Bomet East,BOMET,HJF-SOUTH RIFT VALLEY,DOD,Only Care & Treatment Uploaded,03/03/2021,Mar-21,15178,NULL,NULL,NULL
